X,Y,OBJECTID,STNCODE,STNNAME,CITY2,STATE,STFIPS
-73.994458999966241,40.750326999893062,1,NYP,"New York (Penn Station), New York",New York,NY,36
-77.006422000431741,38.896993000169722,2,WAS,"Washington, District of Columbia",Washington,DC,11
-75.181040999746472,39.955615000012479,3,PHL,"Philadelphia (30th St), Pennsylvania",Philadelphia,PA,42
-87.639443000304311,41.878684000034553,4,CHI,"Chicago (Union Station), Illinois",Chicago,IL,17
-71.055303999629416,42.352311000127628,5,BOS,"Boston (South Station), Massachusetts",Boston,MA,25
-118.236778000023975,34.056176999862451,6,LAX,"Los Angeles, California",Los Angeles,CA,06
-121.500703999961758,38.584004000067509,7,SAC,"Sacramento, California",Sacramento,CA,06
-76.615687999673725,39.307302000180279,8,BAL,"Baltimore (Penn Station), Maryland",Baltimore,MD,24
-73.741147000431795,42.641028999686831,9,ALB,"Albany/Rensselaer, New York",Albany-Rensselaer,NY,36
-71.413477999670803,41.829490000162025,10,PVD,"Providence, Rhode Island",Providence,RI,44
-117.16957600014581,32.716168999747453,11,SAN,"San Diego (Downtown), California",San Diego,CA,06
-75.551095000231442,39.737262999896686,12,WIL,"Wilmington, Delaware",Wilmington,DE,10
-76.69429999958173,39.192361999865589,13,BWI,"BWI Rail Station at Thurgood Marshall Airport, Mar",BWI Marshall Airport,MD,24
-74.164749999906263,40.734705999951537,14,NWK,"Newark (Penn Station), New Jersey",Newark,NJ,34
-122.33016100018709,47.59844500024569,15,SEA,"Seattle (Amtrak), Washington",Seattle,WA,53
-72.926669999558925,41.29771399982176,16,NHV,"New Haven, Connecticut",New Haven,CT,09
-71.075828000266839,42.347317000212108,17,BBY,"Boston (Back Bay), Massachusetts",Boston,MA,25
-87.917104000006503,43.034517999847424,18,MKE,"Milwaukee, Wisconsin",Milwaukee,WI,55
-122.676806000312524,45.528724000303654,19,PDX,"Portland, Oregon",Portland,OR,41
-122.29161500011628,37.840473999969568,20,EMY,"Emeryville, California",Emeryville,CA,06
-76.30771400019087,40.054180999905739,21,LNC,"Lancaster, Pennsylvania",Lancaster,PA,42
-76.878256000045553,40.262050000145599,22,HAR,"Harrisburg, Pennsylvania",Harrisburg,PA,42
-119.008209999829617,35.372139999840869,23,BFD,"Bakersfield, California",Bakersfield,CA,06
-71.147894000055672,42.210241999959671,24,RTE,"Westwood, Route 128 Station, Massachusetts",Route 128,MA,25
-74.754439999673721,40.219011000023187,25,TRE,"Trenton, New Jersey",Trenton,NJ,34
-71.061121999652443,42.366234999885485,26,BON,"Boston (North Station), Massachusetts",Boston,MA,25
-73.542159999663554,41.047130000267344,27,STM,"Stamford, Connecticut",Stamford,CT,09
-117.27113499955766,32.992937000028498,28,SOL,"Solana Beach, California",Solana Beach,CA,06
-121.737707000173046,38.54356200016062,29,DAV,"Davis, California",Davis,CA,06
-74.329582999673335,40.568055999726532,30,MET,"Metropark (Iselin), New Jersey",Metropark,NJ,34
-119.782925999565478,36.738456999989566,31,FNO,"Fresno, California",Fresno,CA,06
-122.138784000093167,38.018920999930103,32,MTZ,"Martinez, California",Martinez,CA,06
-117.733694999904941,33.656771000130938,33,IRV,"Irvine, California",Irvine,CA,06
-77.496943000041796,37.617692999859578,34,RVR,"Richmond (Staples Mill Rd), Virginia",Richmond,VA,51
-122.271667000137356,37.793865999927526,35,OKJ,"Oakland, California",Oakland - Jack London Square,CA,06
-119.692784999741519,34.413718000271956,36,SBA,"Santa Barbara, California",Santa Barbara,CA,06
-90.203838000368833,38.624460999736243,37,STL,"St. Louis, Missouri",St. Louis,MO,29
-117.379429999957779,33.19251500027972,38,OSD,"Oceanside, California",Oceanside,CA,06
-117.922849000250736,33.868969000262453,39,FUL,"Fullerton, California",Fullerton,CA,06
-121.285632000176378,37.945468000125835,40,SKN,"Stockton (711-718), California",Stockton,CA,06
-122.354130000413264,37.936751999965026,41,RIC,"Richmond, California",Richmond,CA,06
-117.200073000049485,32.755266000256398,42,OLT,"San Diego (Old Town), California",San Diego - Old Town,CA,06
-117.877307999623838,33.803803000231596,43,ANA,"Anaheim, California",Anaheim,CA,06
-77.22094199984808,38.708143000170466,44,LOR,"Lorton (Auto Train), Virginia",Lorton,VA,51
-81.291273999851967,28.808544000208514,45,SFA,"Sanford (Auto Train), Florida",Sanford,FL,12
-88.984305999884668,40.509010000262776,46,BNL,"Bloomington-Normal, Illinois",Bloomington-Normal,IL,17
-121.902387999604187,37.32993300018363,47,SJC,"San Jose, California",San Jose,CA,06
-117.663813000404559,33.501317999686329,48,SNC,"San Juan Capistrano, California",San Juan Capistrano,CA,06
-73.797729000179686,42.253891000079776,49,HUD,"Hudson, New York",Hudson,NY,36
-73.951278000253211,41.921346000213333,50,RHI,"Rhinecliff, New York",Rhinecliff,NY,36
-75.48376000034429,40.042753999930625,51,PAO,"Paoli, Pennsylvania",Paoli,PA,42
-119.65181599990602,36.326077999666261,52,HNF,"Hanford, California",Hanford,CA,06
-77.062329999611833,38.806503000307075,53,ALX,"Alexandria, Virginia",Alexandria,VA,51
-90.078290999565965,29.946084999945928,54,NOL,Union Passenger Terminal,New Orleans,LA,22
-80.822811999816025,35.241403000123945,55,CLT,"Charlotte, North Carolina",Charlotte,NC,37
-76.871494000016312,38.948098000212937,56,NCR,"New Carrollton, Maryland",New Carrollton,MD,24
-122.04109899971715,38.243400999963157,57,SUI,"Suisun, California",Suisun-Fairfield,CA,06
-70.291258000192101,43.654097000153641,58,POR,"Portland, Maine",Portland,ME,23
-89.651384000069768,39.802323000024039,59,SPI,"Springfield, Illinois",Springfield,IL,17
-71.560596999976099,41.483959000033835,60,KIN,"West Kingston, Rhode Island",Kingston,RI,44
-88.241365999794439,40.115843000139506,61,CHM,"Champaign-Urbana, Illlinois",Champaign-Urbana,IL,17
-87.92435899995526,42.94058299973895,62,MKA,"Milwaukee (General Mitchell Intl Airport), Wiscons",Milwaukee Mitchell Airport,WI,55
-72.093224999596657,41.354267000114653,63,NLC,"New London, Connecticut",New London,CT,09
-78.645894000343432,35.774923000069187,64,RGH,"Raleigh, North Carolina",Raleigh,NC,37
-121.967002999625691,37.406777999930576,65,GAC,"Santa Clara (Great America), California",Santa Clara- Great American,CA,06
-94.585129000035096,39.084576000335666,66,KCY,"Kansas City, Missouri",Kansas City,MO,29
-122.300707000023806,37.867253999871707,67,BKY,"Berkeley, California",Berkeley,CA,06
-117.85660700033273,33.751629000010304,68,SNA,"Santa Ana, California",Santa Ana,CA,06
-79.992306999827406,40.444738000116701,69,PGH,"Pittsburgh, Pennsylvania",Pittsburgh,PA,42
-74.182290000189099,40.696617999874881,70,EWR,"Newark Liberty International Airport, New Jersey",Newark Liberty Airport,NJ,34
-72.681314000305207,41.768760999706053,71,HFD,"Hartford, Connecticut",Hartford,CT,09
-104.999928999911262,39.752959000102244,72,DEN,"Denver, Colorado",Denver,CO,08
-78.491684000120912,38.031484000271178,73,CVS,"Charlottesville, Virginia",Charlottesville,VA,51
-81.381515999958268,28.525926000118563,74,ORL,"Orlando, Florida",Orlando,FL,12
-75.621713000223892,40.019291000202166,75,EXT,"Exton, Pennsylvania",Exton,PA,42
-83.743153999975831,42.28769199991504,76,ARB,"Ann Arbor, Michigan",Ann Arbor,MI,26
-76.169244000102324,43.076548000320948,77,SYR,"Syracuse, New York",Syracuse,NY,36
-77.608057000041768,43.163410999765148,78,ROC,"Rochester, New York",Rochester,NY,36
-120.476804999995366,37.307183000239213,79,MCD,"Merced, California",Merced,CA,06
-122.420508999700289,47.2418939998933,80,TAC,"Tacoma, Washington",Tacoma,WA,53
-120.912913000077353,37.668950999970107,81,MOD,"Modesto, California",Modesto,CA,06
-79.78708000016006,36.069797000306473,82,GRO,"Greensboro, North Carolina",Greensboro,NC,37
-85.584017999978812,42.295255000325788,83,KAL,"Kalamazoo, Michigan",Kalamazoo,MI,26
-120.654700999688501,35.276433999961164,84,SLO,"San Luis Obispo, California",San Luis Obispo,CA,06
-78.726584000234652,42.907017000270038,85,BUF,"Buffalo (Depew), New York",Buffalo-Depew,NY,36
-76.451969999617077,37.022731000022461,86,NPN,"Newport News, Virginia",Newport News,VA,51
-82.450776999553071,27.952492000362376,87,TPA,"Tampa, Florida",Tampa,FL,12
-76.612233999864173,40.1470279998141,88,ELT,"Elizabethtown, Pennsylvania",Elizabethtown,PA,42
-97.326673000328341,32.75256300034988,89,FTW,"Fort Worth, Texas",Fort Worth,TX,48
-73.937489999705733,41.707056000001408,90,POU,"Poughkeepsie, New York",Poughkeepsie,NY,36
-89.216628000423,37.724234999753143,91,CDL,"Carbondale, Illinois",Carbondale,IL,17
-90.364105999915594,40.944678000014193,92,GBB,"Galesburg, Illinois",Galesburg,IL,17
-122.686544000300472,45.628900999843708,93,VAN,"Vancouver, Washington, United States",Vancouver,WA,53
-93.085354999900275,44.947660999802125,94,MSP,"St. Paul/Minneapolis, Minnesota",St. Paul-Minneapolis,MN,27
-72.592904999959714,42.105986999821376,95,SPG,"Springfield, Massachusetts",Springfield,MA,25
-123.092361000343089,44.055043000198395,96,EUG,"Eugene, Oregon",Eugene,OR,41
-73.784328999969759,40.911450999694146,97,NRO,"New Rochelle, New York",New Rochelle,NY,36
-78.782246000265786,35.788294000242892,98,CYN,"Cary, North Carolina",Cary,NC,37
-119.175978000445795,34.199241000272217,99,OXN,"Oxnard, California",Oxnard,CA,06
-73.18753900006422,41.178005999792305,100,BRP,"Bridgeport, Connecticut",Bridgeport,CT,09
-79.156933999669747,37.406438999779411,101,LYH,"Lynchburg, Virginia",Lynchburg,VA,51
-70.958700000425239,42.981020000149869,102,EXR,"Exeter, New Hampshire",Exeter,NH,33
-84.392476999792933,33.799445000328042,103,ATL,"Atlanta, Georgia",Atlanta,GA,13
-75.710775000322442,40.002192999970362,104,DOW,"Downingtown, Pennsylvania",Downingtown,PA,42
-87.906299999813641,42.718292000052458,105,SVT,"Sturtevant, Wisconsin",Sturtevant,WI,55
-119.843091999717601,34.437729000311862,106,GTA,"Goleta, California",Goleta,CA,06
-106.647974999696643,35.082061000187416,107,ABQ,"Albuquerque, New Mexico",Albuquerque,NM,35
-118.448206000028989,34.211294000046571,108,VNC,"Van Nuys (Amtrak), California",Van Nuys,CA,06
-78.906299000343225,35.997347000176241,109,DNC,"Durham, North Carolina",Durham,NC,37
-90.05910900021631,35.132457999757442,110,MEM,"Memphis, Tennessee",Memphis,TN,47
-122.198146999806042,37.75249899970445,111,OAC,"Coliseum/Oakland Airport, Oakland, California",Oakland - Coliseum Airport,CA,06
-81.723892999964306,30.365600999981023,112,JAX,"Jacksonville, Florida",Jacksonville,FL,12
-119.812122999810825,39.528520999773363,113,RNO,"Reno, Nevada",Reno,NV,32
-75.290398999978493,40.00827799979033,114,ARD,"Ardmore, Pennsylvania",Ardmore,PA,42
-76.730942999571511,40.192568999763289,115,MID,"Middletown, Pennsylvania",Middletown,PA,42
-90.670939999573662,40.461211999815241,116,MAC,"Macomb, Illinois",Macomb,IL,17
-83.235310999642806,42.307166999703583,117,DER,"Dearborn, Michigan",Dearborn,MI,26
-84.495961999750321,42.718730999753021,118,LNS,"East Lansing, Michigan",East Lansing,MI,26
-119.299917999647022,34.276929000064264,119,VEC,"Ventura, California",Ventura,CA,06
-80.257759000096399,25.849554000308068,120,MIA,"Miami, Florida",Miami,FL,12
-70.936013000314105,43.139328000321179,121,DHM,"Durham, New Hampshire",Durham,NH,33
-122.79405899982757,46.991272999844512,122,OLW,"Olympia/Lacey, Washington",Olympia-Lacey,WA,53
-72.376818000023022,41.300390000217412,123,OSB,"Old Saybrook, Connecticut",Old Saybrook,CT,09
-79.998001999826812,32.87486599965689,124,CHS,"Charleston, South Carolina",Charleston,SC,45
-118.599416999828279,34.253205000312867,125,CWT,"Chatsworth, California",Chatsworth,CA,06
-123.0283310003026,44.932331000234043,126,SLM,"Salem, Oregon",Salem,OR,41
-118.353766999948377,34.19307199969311,127,BUR,"Burbank (Airport), California",Burbank Bob Hope Airport,CA,06
-90.136275999802692,38.90472300018056,128,ALN,"Alton, Illinois",Alton,IL,17
-76.708564000330256,37.276414000076059,129,WBG,"Williamsburg, Virginia",Williamsburg,VA,51
-75.223433999987222,43.103892000298586,130,UCA,"Utica, New York",Utica,NY,36
-88.078765999821243,41.525240000260084,131,JOL,"Joliet, Illinois",Joliet,IL,17
-77.908029000111483,35.723134999896388,132,WLN,"Wilson, North Carolina",Wilson,NC,37
-77.457202999719527,38.298413000182137,133,FBG,"Fredericksburg, Virginia",Fredericksburg,VA,51
-80.06218400020326,26.712553999627914,134,WPB,"West Palm Beach, Florida",West Palm Beach,FL,12
-81.148263999657445,32.083412000111124,135,SAV,"Savannah, Georgia",Savannah,GA,13
-87.805562000384384,42.075038000026602,136,GLN,"Glenview, Illinois",Glenview,IL,17
-83.541720999876674,41.638345000260728,137,TOL,"Toledo, Ohio",Toledo,OH,39
-90.406761000097163,38.581066999762655,138,KWD,"Kirkwood, Missouri",Kirkwood,MO,29
-73.942886999779304,42.814605999789826,139,SDY,"Schenectady, New York",Schenectady,NY,36
-114.335575000394016,48.41347400019157,140,WFH,"Whitefish, Montana",Whitefish,MT,30
-77.797854999919764,35.938001000123357,141,RMT,"Rocky Mount, North Carolina",Rocky Mount,NC,37
-78.884788000041894,35.054993000315022,142,FAY,"Fayetteville, North Carolina",Fayetteville,NC,37
-70.878361000163309,43.197968000312748,143,DOV,"Dover, New Hampshire",Dover,NH,33
-98.478142999755846,29.419350000075557,144,SAS,"San Antonio, Texas",San Antonio,TX,48
-76.502641000353819,40.108959999686725,145,MJY,"Mount Joy, Pennsylvania",Mount Joy,PA,42
-122.511254999596744,48.720262999896789,146,BEL,"Bellingham, Washington",Bellingham,WA,53
-83.072396999850284,42.368097000164838,147,DET,"Detroit, Michigan",Detroit,MI,26
-117.415455000354584,47.65672000011692,148,SPK,"Spokane, Washington",Spokane,WA,53
-70.612191999668838,43.320836000124416,149,WEM,"Wells, Maine",Wells,ME,23
-122.099277000297704,37.665996999714075,150,HAY,"Hayward, California",Hayward,CA,06
-81.696172000002747,41.505786999689256,151,CLE,"Cleveland, Ohio",Cleveland,OH,39
-75.922122999961516,39.95917999997237,152,PAR,"Parkesburg, Pennsylvania",Parkesburg,PA,42
-90.190936000101274,32.300807999949747,153,JAN,"Jackson, Mississippi",Jackson,MS,28
-88.145497000359128,41.779513999834464,154,NPV,"Naperville, Illinois",Naperville,IL,17
-119.034113999923846,34.215933000047052,155,CML,"Camarillo, California (Trains)",Camarillo,CA,06
-107.32321800039982,39.547903000008404,156,GSC,"Glenwood Springs, Colorado",Glenwood Springs,CO,08
-79.757056000084404,34.199156999740701,157,FLO,"Florence, South Carolina",Florence,SC,45
-118.258867999560238,34.123705999859148,158,GDL,"Glendale, California",Glendale,CA,06
-73.882394000287377,41.1899030001684,159,CRT,"Croton Harmon, New York",Croton-Harmon,NY,36
-71.086374999643425,42.773297000070507,160,HHL,"Haverhill, Massachusetts",Haverhill,MA,25
-97.512748999709871,35.465490000327165,161,OKC,"Oklahoma City, Oklahoma",Oklahoma City,OK,40
-76.276194999564865,36.843508999830838,162,NFK,"Norfolk, Virginia",Norfolk,VA,51
-70.449138999959132,43.496190999811908,163,SAO,"Saco, Maine",Saco,ME,23
-118.695163000138294,34.270203999993754,164,SIM,"Simi Valley, California",Simi Valley,CA,06
-121.93657600004218,37.353219000349618,165,SCC,University Station,Santa Clara University,CA,06
-71.829780000064076,41.381081000035472,166,WLY,"Westerly, Rhode Island",Westerly,RI,44
-77.429511999895212,37.534208999879915,167,RVM,"Richmond (Main St), Virginia",Richmond,VA,51
-74.623976000094601,40.315849999937406,168,PJC,"Princeton Junction, New Jersey",Princeton Junction,NJ,34
-86.806614000285194,33.512800999773958,169,BHM,"Birmingham, Alabama",Birmingham,AL,01
-80.170000000029262,26.119255999640345,170,FTL,"Fort Lauderdale, Florida",Fort Lauderdale,FL,12
-96.807234999957146,32.776093999894272,171,DAL,"Dallas, Texas",Dallas,TX,48
-122.19785800010105,47.975400999862991,172,EVR,"Everett, Washington",Everett,WA,53
-91.368524999708171,39.957062999909517,173,QCY,"Quincy, Illinois",Quincy,IL,17
-111.908349000036409,40.761660999996238,174,SLC,"Salt Lake City, Utah",Salt Lake City,UT,49
-122.007496000158454,37.559093000245333,175,FMT,"Fremont (Trains, Capitol Buses), California",Fremont,CA,06
-119.332309000309252,35.594091999833033,176,WAC,"Wasco, California",Wasco,CA,06
-111.648871000324391,35.19737400010127,177,FLG,"Flagstaff, Arizona",Flagstaff,AZ,04
-92.169906000144721,38.578870000336451,178,JEF,"Jefferson City, Missouri",Jefferson City,MO,29
-121.816023999629962,38.017700000183638,179,ACA,"Antioch-Pittsburg, California",Antioch-Pittsburg,CA,06
-121.286285999754341,38.750016000216185,180,RSV,"Roseville, California",Roseville,CA,06
-85.187825000121265,42.318453000046624,181,BTL,"Battle Creek, Michigan",Battle Creek,MI,26
-85.672447000415772,42.955788000122155,182,GRR,"Grand Rapids, Michigan",Grand Rapids,MI,26
-121.278999999843464,37.957037999885209,183,SKT,"Stockton (ACE, 701-704), California",Stockton  - ACE Station,CA,06
-78.873747999847467,42.878448999822837,184,BFX,"Buffalo (Exchange St), New York",Buffalo- Exchange St.,NY,36
-81.404234000031551,28.293834999871702,185,KIS,"Kissimmee, Florida",Kissimmee,FL,12
-76.163260000397941,39.508446999750547,186,ABE,"Aberdeen, Maryland",Aberdeen,MD,24
-88.376044999789514,39.482729999716035,187,MAT,"Mattoon, Illinois",Mattoon,IL,17
-87.668684999857163,41.562446000330851,188,HMW,"Homewood, Illinois",Homewood,IL,17
-73.810027000199653,43.082810000151838,189,SAR,"Saratoga Springs, New York",Saratoga Springs,NY,36
-89.466815000035851,41.385191000192016,190,PCT,"Princeton, Illinois",Princeton,IL,17
-86.096552999855462,42.791095999878003,191,HOM,"Holland, Michigan",Holland,MI,26
-123.102773999825402,44.630463999838646,192,ALY,"Albany, Oregon",Albany,OR,41
-121.771951999614174,42.225508999686269,193,KFS,"Klamath Falls, Oregon",Klamath Falls,OR,41
-80.006097000024681,35.957127999777867,194,HPT,"High Point, North Carolina",High Point,NC,37
-81.040489999664203,33.994297000186258,195,CLB,"Columbia, South Carolina",Columbia,SC,45
-108.569928999623912,39.06437499972219,196,GJT,"Grand Junction, Colorado",Grand Junction,CO,08
-122.913016000130384,46.142264000260347,197,KEL,"Kelso-Longview, Washington",Kelso-Longview,WA,53
-119.52297500002544,34.396779999866794,198,CPN,"Carpinteria, California",Carpinteria,CA,06
-97.756939999922764,30.269449000379616,199,AUS,"Austin, Texas",Austin,TX,48
-86.160423000062366,39.761984000278382,200,IND,"Indianapolis, Indiana",Indianapolis,IN,18
-122.38414100007013,47.811081000019996,201,EDM,"Edmonds, Washington",Edmonds,WA,53
-119.55704999958725,36.09851600013625,202,COC,"Corcoran, California",Corcoran,CA,06
-77.428793999844814,37.241626999681131,203,PTB,"Petersburg, Virginia",Petersburg,VA,51
-122.240253999816531,47.461081000140574,204,TUK,"Tukwila, Washington",Tukwila,WA,53
-95.928650000124293,41.249828000279265,205,OMA,"Omaha, Nebraska",Omaha,NE,31
-101.298556999699969,48.236083000170446,206,MOT,"Minot, North Dakota",Minot,ND,38
-83.651727999663819,43.015424999873829,207,FLN,"Flint, Michigan",Flint,MI,26
-120.798008999808872,37.527229000319508,208,TRK,"Turlock-Denair, California",Turlock-Denair,CA,06
-79.031864999616062,43.113547999717156,209,NFL,"Niagara Falls, New York, United States",Niagara Falls,NY,36
-94.728321999629415,32.494031999657494,210,LVW,"Longview, Texas",Longview,TX,48
-81.352009000091556,28.597105999697717,211,WPK,"Winter Park, Florida",Winter Park,FL,12
-77.481304000190164,37.759595999753905,212,ASD,"Ashland, Virginia",Ashland,VA,51
-103.620925999573458,48.142999999993748,213,WTN,"Williston, North Dakota",Williston,ND,38
-120.074979999887645,37.022471000205414,214,MDR,"Madera, California",Madera,CA,06
-110.96677000023081,32.22297700035903,215,TUS,"Tucson, Arizona",Tucson,AZ,04
-69.965494000181124,43.911245000099655,216,BRK,Visitor's Center,Brunswick,ME,23
-94.377971999624222,38.912623000177796,217,LEE,"Lees Summit, Missouri",Lees Summit,MO,29
-83.147010000150701,42.48843900028033,218,ROY,"Royal Oak, Michigan",Royal Oak,MI,26
-91.247297999801575,43.833154999982909,219,LSE,"LaCrosse, Wisconsin",La Crosse,WI,55
-88.547109999856431,39.117058999888719,220,EFG,"Effingham, Illinois",Effingham,IL,17
-122.953061999876084,46.717469999912538,221,CTL,"Centralia, Washington",Centralia,WA,53
-80.16788400041122,26.011640999899392,222,HOL,"Hollywood, Florida",Hollywood,FL,12
-71.963093000278576,41.350933999727665,223,MYS,"Mystic, Connecticut",Mystic,CT,09
-73.902262999725266,40.935585999715144,224,YNY,"Yonkers, New York",Yonkers,NY,36
-80.122146999965764,26.3170690001715,225,DFB,"Deerfield Beach, Florida",Deerfield Beach,FL,12
-91.432558000121702,38.707283000292009,226,HEM,"Hermann, Missouri",Hermann,MO,29
-79.434530999797857,36.094224999649462,227,BNC,"Burlington, North Carolina",Burlington,NC,37
-89.11792000039803,41.549584000120007,228,MDT,"Mendota, Illinois",Mendota,IL,17
-83.191026000089991,42.542555000326665,229,TRM,"Troy, MI",Troy,MI,26
-119.087728999933887,46.237012000058776,230,PSC,"Pasco, Washington",Pasco,WA,53
-84.399669999817391,42.248113000006178,231,JXN,"Jackson, Michigan",Jackson,MI,26
-81.352476999896695,29.01784900019355,232,DLD,"Deland, Florida",DeLand,FL,12
-78.92199599992118,40.329689000249274,233,JST,"Johnstown, Pennsylvania",Johnstown,PA,42
-78.401620000289853,40.514474999940404,234,ALT,"Altoona, Pennsylvania",Altoona,PA,42
-81.734877999907127,28.002145999622673,235,WTH,"Winter Haven, Florida",Winter Haven,FL,12
-80.466323000295731,35.667496000083602,236,SAL,"Salisbury, North Carolina",Salisbury,NC,37
-77.47257700015561,38.750084000073265,237,MSS,"Manassas, Virginia",Manassas,VA,51
-96.785372000201605,46.880981999891809,238,FAR,"Fargo, North Dakota",Fargo,ND,38
-71.143822999579726,42.517357999961973,239,WOB,"Woburn, Massachusetts",Woburn,MA,25
-121.656745000295274,36.679144999717316,240,SNS,"Salinas, California",Salinas,CA,06
-86.287344999968369,41.678359999684858,241,SOB,"South Bend, Indiana",South Bend,IN,18
-85.971847999849857,41.680748000169835,242,EKH,"Elkhart, Indiana",Elkhart,IN,18
-89.136117999558522,38.52753100024244,243,CEN,"Centralia, Illinois",Centralia,IL,17
-89.363699000149396,40.147855000193672,244,LCN,"Lincoln, Illinois",Lincoln,IL,17
-86.745781999961238,41.796656000038311,245,NBU,"New Buffalo, MI",New Buffalo,MI,26
-85.024297999860323,41.431816000097989,246,WTI,"Waterloo, Indiana",Waterloo,IN,18
-82.443805000359859,42.960419000209818,247,PTH,"Port Huron, Michigan",Port Huron,MI,26
-87.865429999712319,41.119258999663678,248,KKI,"Kankakee, Illinois",Kankakee,IL,17
-95.367525999692063,29.767245000191611,249,HOS,"Houston, Texas",Houston,TX,48
-120.629266000122641,35.121259999911793,250,GVB,"Grover Beach, California",Grover Beach,CA,06
-73.110277000043283,44.492465999952401,251,ESX,"Essex Junction, Vermont",Essex Junction-Burlington,VT,50
-91.640072999834544,44.044403999753527,252,WIN,"Winona, Minnesota",Winona,MN,27
-117.224891999672209,32.902683999784678,253,SRB,"Sorrento Valley, CA",Sorrento Valley,CA,06
-77.293026999903475,38.521882000026601,254,QAN,"Quantico, Virginia",Quantico,VA,51
-80.624927999960974,35.496172000130727,255,KAN,"Kannapolis, North Carolina",Kannapolis,NC,37
-122.334738000103002,48.418470000234464,256,MVW,"Mount Vernon, Washington",Mount Vernon,WA,53
-86.89590099961633,40.419346999964169,257,LAF,"Lafayette, Indiana",Lafayette,IN,18
-92.286784999565967,34.750297999676263,258,LRK,"Little Rock, Arkansas",Little Rock,AR,05
-72.800678000313752,41.539385000211773,259,MDN,"Meriden, Connecticut",Meriden,CT,09
-118.878059000244946,34.284759999847964,260,MPK,"Moorpark, California",Moorpark,CA,06
